var_name,description,valid_labels,missing_labels
abort_choice,Abortion: favor/oppose woman's choice,"1. Favor
2. Oppose
3. Neither favor noroppose
1. Favor
2. Oppose
3. Neither favor nor oppose
","-6. Notasked, unit nonresponse (no post-election
-7. Deleted due to partial (post-election)interview
-8. Don't know
-9. Refused
-6. Not asked, unit
-7. Deleted due to partial
-8. Don't know
-9. Refused
"
abort_choicefav,How muchR favor abortion for woman's choice,"1. A great deal
2. Moderately
3. A little
1. A great deal
2. Moderately
3. A little
","-1. Inapplicable
-6. Notasked, unit nonresponse (no post-election
-7. Deleteddue to partial (post-election) interview
-8. Don't know
-9. Refused
-1. Inapplicable
-6. Not asked, unit
-7. Deleted due to partial
-8. Don't know
-9. Refused
"
abort_choiceopp,How muchR oppose abortn for woman's choice,"1. Agreat deal
2. Moderately
3. A little
1. A great deal
2. Moderately
3. A little
","-1. Inapplicable
-6. Not asked, unit nonresponse(no post-election
-7. Deleted due topartial (post-election) interview
-9. Refused
-1. Inapplicable
-6. Not asked, unit
-7. Deleted due to partial
-9. Refused
"
abort_choiceln,R leanfavor/opp abortion for woman's choice,"1. Leantoward favoring
2. Leantoward opposing
3. Do not lean eitherway
1. Leantoward favoring
2. Leantoward opposing
3. Do not lean either way
","-1. Inapplicable
-6. Notasked, unit nonresponse (no post-election
-7. Deleteddue to partial (post-election) interview
-9. Refused
-1. Inapplicable
-6. Not asked, unit
-7. Deleted due to partial
-9. Refused
"
abort_choice_x,POST:SUMMARY-Favor abortionlegal as woman's choice,"1. Favor agreat deal
2. Favor moderately
3. Favor a little
4. Lean toward favoring
5. Donot lean either way
6. Lean toward opposing
7. Opposea little
8. Oppose moderately
9. Oppose a great deal
","-6. Not asked, unitnonresponse (no post-election
-7. Deleted due topartial (post-election) interview
-8. Don'tknow
-9. Refused
"
wiretap_warrant,Favor oroppose court auth for terr suspectwiretaps,"1. Favor
2. Oppose
3. Neither favor nor oppose
1. Favor
2. Oppose
3. Neither favor nor oppose
","-6. Notasked, unit nonresponse (no post-election
-7. Deleteddue to partial (post-election) interview
-8. Don't know
-9. Refused
-6. Not asked, unit
-7. Deleted due to partial
-8. Don't know
-9. Refused
"
outsource_enc,Should govtencourage/discourage outsourcing,"1. Discourage
2. Encourage
3. Should stay out of this matter
1. Discourage
2. Encourage
3. Should stay out ofthis
","-6. Notasked, unit nonresponse (no post-election
-7. Deleteddue to partial (post-election) interview
-8. Don't know
-9. Refused
-6. Not asked, unit
-7. Deleted due to partial
-8. Don't know
-9. Refused
"
outsource_encst,How muchshould govt encourage/discourage outsourcing,"1. A great deal
2. Only a little
1. A great deal
2. Only a little
","-1. Inapplicable
-6. Notasked, unit nonresponse (no post-election
-7. Deleted due to partial (post-election) interview
-8. Don't know
-9. Refused
-1. Inapplicable
-6. Not asked, unit
-7. Deleted due to partial
-8. Don't know
-9. Refused
"
outsource_enc_x,POST:SUMMARY-Encourage outsourcingof jobs,"1. Discourage a great deal
2. Discourage a little
3. Should stay out of this matter
4. Encourage a little
5. Encourage a great deal
1. Discourage a great deal
2. Discourage a little
3. Should stay out ofthis
4. Encouragea little
5. Encourage a great deal
","-6. Notasked, unit nonresponse (no post-election
-7. Deleteddue to partial (post-election) interview
-8. Don't know
-9. Refused
-6. Not asked, unit
-7. Deleted due to partial
-8. Don't know
-9. Refused
"
ssinv_invest,Favor oroppose Social Security in stocks andbonds,"1. Favor
2. Oppose
3. Neither favor noroppose
1. Favor
2. Oppose
3. Neither favor nor oppose
","-6. Notasked, unit nonresponse (no post-election
-7. Deleted due to partial (post-election)interview
-8. Don't know
-9. Refused
-6. Not asked, unit
-7. Deleted due to partial
-8. Don't know
-9. Refused
"
ssinv_invfav,How muchfavor Social Security in stocks andbonds,"1. Strongly
2. Not strongly
1. Strongly
2. Notstrongly
","-1. Inapplicable
-6. Notasked, unit nonresponse (no post-election
-7. Deleteddue to partial (post-election) interview
-8. Don't know
-1. Inapplicable
-6. Not asked, unit
-7. Deleted due to partial
-8. Don't know
"
ssinv_invopp,How muchoppose Social Security in stocks andbonds,"1. Strongly
2. Not strongly
1. Strongly
2. Notstrongly
","-1. Inapplicable
-6. Notasked, unit nonresponse (no post-election
-7. Deleteddue to partial (post-election) interview
-9. Refused
-1. Inapplicable
-6. Not asked, unit
-7. Deleted due to partial
-9. Refused
"
ssinv_invln,R leanfavor or oppose Social Security instocks and bonds,"1. Leantoward favoring
2. Leantoward opposing
3. Do not lean eitherway
1. Leantoward favoring
2. Leantoward opposing
3. Do not lean either way
","-1. Inapplicable
-6. Notasked, unit nonresponse (no post-election
-7. Deleteddue to partial (post-election) interview
-8. Don't know
-1. Inapplicable
-6. Not asked, unit
-7. Deleted due to partial
-8. Don't know
"
ssinv_invest_x,POST:SUMMARY-Favor SocialSecurity investment in stocks and bonds,"1. Favor strongly
2. Favornot strongly
3. Lean toward favoring
4. Do notlean either way
5. Lean toward opposing
6. Oppose not strongly
7. Oppose trongly
","-6. Not asked, unit nonresponse (nopost-election
-7. Deleted due to partial(post-election) interview
-8. Don't know
-9. Refused
"
neonull_strule,Favor oroppose state decision whether federal lawapplies,"1. Favor states being ableto decide
2. Oppose states beingable to decide
3. Neither favor noroppose
1. Favor states being ableto
2. Oppose statesbeing able
3. Neither favor nor oppose
","-6. Notasked, unit nonresponse (no post-election
-7. Deleted due to partial (post-election) interview
-8. Don't know
-9. Refused
-6. Not asked, unit
-7. Deleted due to partial
-8. Don't know
-9. Refused
"
neonull_strulest,How muchfavor/opp state decision whether fed lawapplies,"1. Strongly
2. Not strongly
","-1. Inapplicable
-4. Error
-6. Notasked, unit nonresponse (no post-election
-7. Deleteddue to partial (post-election) interview
-8. Don't know
-9. Refused
"
neonull_strule_x,POST:SUMMARY-Favor statedecision when federal law applies tostate,"1. Favor strongly
2. Favor not strongly
3. Neither favor nor oppose
4. Oppose not strongly
5. Opposestrongly
1. Favorstrongly
2. Favor not strongly
3. Neither favor nor oppose
4. Oppose notstrongly
5. Oppose strongly
","-4. Error
-6. Not asked, unitnonresponse (no post-election
-7. Deleted due topartial (post-election) interview
-8. Don'tknow
-9. Refused
-4. Error
-6. Not asked, unit
-7. Deleted due to partial
-8. Don't know
-9. Refused
"
pot_legal,Should marijuanabe legal,"1. Favor
2. Oppose
3. Neither favor noroppose
1. Favor
2. Oppose
3. Neither favor nor oppose
","-6. Notasked, unit nonresponse (no post-election
-7. Deleted due to partial (post-election)interview
-8. Don't know
-9. Refused
-6. Not asked, unit
-7. Deleted due to partial
-8. Don't know
-9. Refused
"
govrole_big,Govt biggerbecause too involved OR bigger problems,"1. Gov't bigger because it'sinvolved in things
2. Gov't bigger becauseproblems bigger
","-6. Not asked, unit nonresponse(no post-election
-7. Deleted due topartial (post-election) interview
-8. Don't know
-9. Refused
"
govrole_market,Need stronggovt for complex problems OR freemarket,"1. Need astrong gov't to handle complex economic
2. Freemarketcanhandlewithoutgov'tinvolvement
","-6. Notasked, unit nonresponse (no post-election
-7. Deleteddue to partial (post-election) interview
-8. Don't know
-9. Refused
"
govrole_lessmore,Less govtbetter OR more that govt shouldbe doing,"1. The less government the better
2. More things government should be doing
1. Theless government the
2. Morethings government
","-6. Not asked, unit nonresponse(no post-election
-7. Deleted due topartial (post-election) interview
-8. Don't know
-9. Refused
-6. Not asked, unit
-7. Deleted due to partial
-8. Don't know
-9. Refused
"
govrole_regbus,Regulation ofBusiness,"1. A great deal
2. A lot
3. A moderateamount
4. A little
5. Noneat all
","-6. Notasked, unit nonresponse (no post-election
-7. Deleteddue to partial (post-election) interview
-8. Don't know
-9. Refused
"
discuss_disc,Ever discusspolitics with family or friends,"1. Yes
2. No
1. Yes
2. No
","-6. Notasked, unit nonresponse (no post-election
-7. Deleteddue to partial (post-election) interview
-8. Don't know
-9. Refused
-6. Not asked, unit
-7. Deleted due to partial
-8. Don't know
-9. Refused
"
discuss_discpstwk,Days inpast week discussed politics,"0. Zero days
1. One day
2. Twodays
3. Threedays
4. Four days
5. Fivedays
6. Six days
7. Seven days
","-1. Inapplicable
-6. Notasked, unit nonresponse (no post-election
-7. Deleted due to partial (post-election) interview
-8. Don't know
-9. Refused
"
mormon_xn,Mormon aChristian religion,"1. Is Christian
2. NotChristian
1. Is Christian
2. Not Christian
","-6. Notasked, unit nonresponse (no post-election
-7. Deleted due to partial (post-election)interview
-8. Don't know
-9. Refused
-6. Not asked, unit
-7. Deleted due to partial
-8. Don't know
-9. Refused
"
mormon_known,Mormon peopleyou know,,
mormon_beliefs,Mormon commonbeliefs with self,"1. A great deal
2. A lot
3. A moderateamount
4. A little
5. Nothing at all
","-6. Notasked, unit nonresponse (no post-election
-7. Deleted due to partial (post-election) interview
-8. Don't know
-9. Refused
"
factor_rpcrel,Pres candaversion-pref factor: Mitt Romney'sMormon relig,"3. Made no difference
","-6. Notasked, unit nonresponse (no post-election
-7. Deleteddue to partial (post-election) interview
-8. Don't know
-9. Refused
"
factor_dpcrace,Pres candaversion-pref factor: Barack Obama'srace,"3. Made no difference
","-6. Notasked, unit nonresponse (no post-election
-7. Deleteddue to partial (post-election) interview
-8. Don't know
-9. Refused
"
factor_ahcare,Pcand factor: the AffordableHealthCare Act or 'Obamacare',"3. Made no difference
","-6. Notasked, unit nonresponse (no post-election
-7. Deleted due to partial (post-election)interview
-8. Don't know
-9. Refused
"
factor_econ,Pres candaversion-pref factor: the economy,"3. Made no difference
","-6. Notasked, unit nonresponse (no post-election
-7. Deleted due to partial (post-election)interview
-8. Don't know
-9. Refused
"
factor_fpol,Pres candaversion-pref factor: foreign policy,"3. Made no difference
","-6. Notasked, unit nonresponse (no post-election
-7. Deleted due to partial (post-election)interview
-8. Don't know
-9. Refused
"
factor_dpcrel,Pres candaversion-preference factor: Dem Prescand relig,"3. Made no difference
","-6. Notasked, unit nonresponse (no post-election
-7. Deleteddue to partial (post-election) interview
-8. Don't know
-9. Refused
"
factor_rpcwlth,Pres candaversion-preference factor: Mitt Romney'swealth,"3. Made no difference
","-6. Notasked, unit nonresponse (no post-election
-7. Deleteddue to partial (post-election) interview
-8. Don't know
-9. Refused
"
factor_pcdem,Pres candaver-pref factor: the factthat Obama is Democrat,"3. Made no difference
","-6. Notasked, unit nonresponse (no post-election
-7. Deleted due to partial (post-election)interview
-8. Don't know
-9. Refused
"
factor_pcrep,Pres candaver-pref factor:the fact that Romney isRepublican,"3. Made no difference
","-6. Notasked, unit nonresponse (no post-election
-7. Deleteddue to partial (post-election) interview
-8. Don't know
-9. Refused
"
ptydiff_diff,Important differencesin what major parties stand for,"1. Yes,differences
2. No, no differences
1. Yes,differences
2. No, no differences
","-6. Notasked, unit nonresponse (no post-election
-7. Deleteddue to partial (post-election) interview
-8. Don't know
-9. Refused
-6. Not asked, unit
-7. Deleted due to partial
-8. Don't know
-9. Refused
"
ptycons_cons,Is oneof the parties more conservative thanthe other,"1. Yes,one party moreconservative
2. No, one party not more conservative
1. Yes,one party more
2. No, oneparty not more
","-6. Notasked, unit nonresponse (no post-election
-7. Deleteddue to partial (post-election) interview
-8. Don't know
-9. Refused
-6. Not asked, unit
-7. Deleted due to partial
-8. Don't know
-9. Refused
"
ptycons_ptyconswh,Which isthe party that is more conservative,"1. Democrats
2. Republicans
1. Democrats
2. Republicans
","-1. Inapplicable
-6. Notasked, unit nonresponse (no post-election
-7. Deleteddue to partial (post-election) interview
-8. Don't know
-9. Refused
-1. Inapplicable
-6. Not asked, unit
-7. Deleted due to partial
-8. Don't know
-9. Refused
"
tarp_favopp,Does Rfavor or oppose the TARPprogram,"1. Favor
2. Oppose
3. Neither favor noroppose
1. Favor
2. Oppose
3. Neither favor nor oppose
","-6. Notasked, unit nonresponse (no post-election
-7. Deleted due to partial (post-election)interview
-8. Don't know
-9. Refused
-6. Not asked, unit
-7. Deleted due to partial
-8. Don't know
-9. Refused
"
tarp_favoppst,How muchdoes R favor or oppose theTARPprogram,"1. Strongly
2. Not strongly
1. Strongly
2. Notstrongly
","-1. Inapplicable
-6. Notasked, unit nonresponse (no post-election
-7. Deleted due to partial (post-election)interview
-8. Don't know
-9. Refused
-1. Inapplicable
-6. Not asked, unit
-7. Deleted due to partial
-8. Don't know
-9. Refused
"
tarp_favopp_x,POST:SUMMARY-Favor theTARPprogram,"1. Favor strongly
2. Favor notstrongly
3. Neither favor noroppose
4. Opposenot strongly
5. Oppose strongly
1. Favorstrongly
2. Favor not strongly
3. Neither favor nor oppose
4. Oppose notstrongly
5. Oppose strongly
","-6. Notasked, unit nonresponse (no post-election
-7. Deleted due to partial (post-election)interview
-8. Don't know
-9. Refused
-6. Not asked, unit
-7. Deleted due to partial
-8. Don't know
-9. Refused
"
scourt_elim,Do awaywith the Supreme Court,"1. Favor
2. Oppose
3. Neither favor noroppose
1. Favor
2. Oppose
3. Neither favor nor oppose
","-6. Notasked, unit nonresponse (no post-election
-7. Deleted due to partial (post-election)interview
-8. Don't know
-9. Refused
-6. Not asked, unit
-7. Deleted due to partial
-8. Don't know
-9. Refused
"
scourt_elimstr,Do awaywith court - strength,"1. Strongly
2. Not strongly
","-1. Inapplicable
-4. Error
-6. Notasked, unit nonresponse (no post-election
-7. Deleted due to partial (post-election)interview
-8. Don't know
"
scourt_elimln,Do awaywith court - lean,"1. Lean toward
2. Lean against
3. Not leaneither way
","-1. Inapplicable
-6. Notasked, unit nonresponse (no post-election
-7. Deleteddue to partial (post-election) interview
-8. Don't know
-9. Refused
"
scourt_elim_x,POST:SUMMARY-Should theSupreme Court be done away with,"1. Favor strongly
2. Favor notstrongly
3. Leantoward
4. Do not lean eitherway
5. Lean against
6. Opposenot strongly
7. Opposetrongly
","-4. Error
-6. Notasked, unit nonresponse (no post-election
-7. Deleted due to partial (post-election)interview
-8. Don't know
-9. Refused
"
scourt_remove,Remove SupremeCourt Judges,"1. Favor
2. Oppose
3. Neitherfavor nor oppose
1. Favor
2. Oppose
3. Neither favor nor oppose
","-6. Not asked, unit nonresponse(no post-election
-7. Deleted due topartial (post-election) interview
-8. Don't know
-9. Refused
-6. Not asked, unit
-7. Deleted due to partial
-8. Don't know
-9. Refused
"
scourt_removestr,Remove SupremeCourt Judges -- strength,"1. Strongly
2. Not strongly
","-1. Inapplicable
-4. Error
-6. Not asked, unit nonresponse(no post-election
-7. Deleted due topartial (post-election) interview
-8. Don't know
-9. Refused
"
scourt_removeln,Remove SupremeCourt Judges - lean,"1. Lean toward removing judges
2. Lean againstremoving judges
3. Do not lean eitherway
","-1. Inapplicable
-6. Notasked, unit nonresponse (no post-election
-7. Deleteddue to partial (post-election) interview
-8. Don't know
-9. Refused
"
scourt_remove_x,POST:SUMMARY-Should itbe possible to remove Supreme Ctjudges,"1. Favor strongly
2. Favornot strongly
3. Lean toward
4. Do notlean either way
5. Lean against
6. Oppose not strongly
7. Oppose trongly
","-4. Error
-6. Not asked, unit nonresponse (nopost-election
-7. Deleted due to partial(post-election) interview
-8. Don't know
-9. Refused
"
involv_communwk,Has Rdone community work in past 12months,"1. Yes
2. No
1. Yes
2. No
","-6. Notasked, unit nonresponse (no post-election
-7. Deleteddue to partial (post-election) interview
-8. Don't know
-9. Refused
-6. Not asked, unit
-7. Deleted due to partial
-8. Don't know
-9. Refused
"
involv_govoffic,Has Rcontacted officialto express view inpast 12 mo,"1. Yes
2. No
1. Yes
2. No
","-6. Notasked, unit nonresponse (no post-election
-7. Deleteddue to partial (post-election) interview
-8. Don't know
-9. Refused
-6. Not asked, unit
-7. Deleted due to partial
-8. Don't know
-9. Refused
"
involv_commmtg,Did Rattend meeting on school/community issue past12 mo,"1. Yes
2. No
1. Yes
2. No
","-6. Notasked, unit nonresponse (no post-election
-7. Deleteddue to partial (post-election) interview
-8. Don't know
-9. Refused
-6. Not asked, unit
-7. Deleted due to partial
-8. Don't know
-9. Refused
"
involv_numorgs,Number oforganizations in which R is amember,,
involv_voltr,Has Rdone any volunteer work in past12 months,"1. Yes
2. No
1. Yes
2. No
","-6. Notasked, unit nonresponse (no post-election
-7. Deleteddue to partial (post-election) interview
-8. Don't know
-9. Refused
-6. Not asked, unit
-7. Deleted due to partial
-8. Don't know
-9. Refused
"
involv_charity,Has Rcontributed to church or charity inpast 12 mo,"1. Yes
2. No
1. Yes
2. No
","-6. Notasked, unit nonresponse (no post-election
-7. Deleteddue to partial (post-election) interview
-8. Don't know
-9. Refused
-6. Not asked, unit
-7. Deleted due to partial
-8. Don't know
-9. Refused
"
link_black,Black R:life be affectedby what happensto blacks,"1. Yes
2. No
","-1. Inapplicable
-2. Missing; R gave Black identification intext of
-6. Notasked, unit nonresponse (no post-election
-7. Deleteddue to partial (post-election) interview
-8. Don't know
-9. Refused
"
link_blackamt,Black R:how much life affectedby whathappens to blacks,"1. A lot
2. Some
3. Notvery much
1. A lot
2. Some
3. Not verymuch
","-1. Inapplicable
-6. Notasked, unit nonresponse (no post-election
-7. Deleteddue to partial (post-election) interview
-8. Don't know
-1. Inapplicable
-6. Not asked, unit
-7. Deleted due to partial
-8. Don't know
"
link_hisp,Hisp R:life be affectedby what happensto Hispanics,"1. Yes
2. No
1. Yes
2. No
","-1. Inapplicable
-6. Notasked, unit nonresponse (no post-election
-7. Deleteddue to partial (post-election) interview
-8. Don't know
-9. Refused
-1. Inapplicable
-6. Not asked, unit
-7. Deleted due to partial
-8. Don't know
-9. Refused
"
link_hispamt,Hisp R:how much life affectedby whathappens to Hisps,"1. A lot
2. Some
3. Notvery much
1. A lot
2. Some
3. Not verymuch
","-1. Inapplicable
-6. Notasked, unit nonresponse (no post-election
-7. Deleteddue to partial (post-election) interview
-8. Don't know
-1. Inapplicable
-6. Not asked, unit
-7. Deleted due to partial
-8. Don't know
"
link_white,White R:life be affectedby what happensto whites,"1. Yes
2. No
","-1. Inapplicable
-2. Missing; R gave White identification intext of
-6. Notasked, unit nonresponse (no post-election
-7. Deleted due to partial (post-election)interview
-8. Don't know
-9. Refused
"
link_whiteamt,White R:how much life affectedby whathappens to whites,"1. A lot
2. Some
3. Notvery much
","-1. Inapplicable
-6. Notasked, unit nonresponse (no post-election
-7. Deleteddue to partial (post-election) interview
-8. Don't know
-9. Refused
"
link_wom,Female R:life be affectedby what happensto women,"1. Yes
2. No
1. Yes
2. No
","-1. Inapplicable
-6. Notasked, unit nonresponse (no post-election
-7. Deleted due to partial (post-election)interview
-8. Don't know
-9. Refused
-1. Inapplicable
-6. Not asked, unit
-7. Deleted due to partial
-8. Don't know
-9. Refused
"
link_womamt,Female R:how much life affectedby whathappens to women,"1. A lot
2. Some
3. Notvery much
","-1. Inapplicable
-6. Notasked, unit nonresponse (no post-election
-7. Deleteddue to partial (post-election) interview
-8. Don't know
-9. Refused
"
link_oth,Life affectedby what happens to other people,"1. Yes
2. No
1. Yes
2. No
","-6. Not asked, unit nonresponse(no post-election
-7. Deleted due topartial (post-election) interview
-8. Don't know
-9. Refused
-6. Not asked, unit
-7. Deleted due to partial
-8. Don't know
-9. Refused
"
link_othamt,How muchlife affectedby what happens toothers,"1. A lot
2. Some
3. Notvery much
","-1. Inapplicable
-6. Notasked, unit nonresponse (no post-election
-7. Deleted due to partial (post-election)interview
-8. Don't know
-9. Refused
"
trad_adjust,Agree/disagree: world is changing and weshould adjust,"1. Agreestrongly
2. Agreesomewhat
3. Neither agree nor disagree
4. Disagree somewhat
5. Disagree strongly
","-6. Not asked, unit nonresponse (nopost-election
-7. Deleted due to partial(post-election) interview
-8. Don't know
-9. Refused
"
trad_lifestyle,Agree/disagree: newer lifestyles breaking down society,"1. Agree strongly
2. Agree somewhat
3. Neither agree nor disagree
4. Disagree somewhat
5. Disagree strongly
","-6. Notasked, unit nonresponse (no post-election
-7. Deleted due to partial (post-election) interview
-8. Don't know
-9. Refused
"
trad_tolerant,Agree/disagree: be more tolerant of othermoral stds,"1. Agree strongly
2. Agree somewhat
3. Neither agree nor disagree
4. Disagree somewhat
5. Disagree strongly
","-6. Notasked, unit nonresponse (no post-election
-7. Deleted due to partial (post-election) interview
-8. Don't know
-9. Refused
"
trad_famval,Agree/disagree: more emphasis on traditional familyvalues,"1. Agree strongly
2. Agree somewhat
3. Neither agree nor disagree
4. Disagree somewhat
5. Disagree strongly
","-6. Notasked, unit nonresponse (no post-election
-7. Deleted due to partial (post-election) interview
-8. Don't know
-9. Refused
"
resent_workway,Agree/disagree: blacks shd work way upw/o special favors,"1. Agree strongly
2. Agree somewhat
3. Neither agree nordisagree
4. Disagreesomewhat
5. Disagree strongly
","-6. Not asked, unitnonresponse (no post-election
-7. Deleted due topartial (post-election) interview
-8. Don'tknow
-9. Refused
"
resent_slavery,Agree/disagree: past slavery make more difffor blacks,"1. Agreestrongly
2. Agreesomewhat
3. Neither agree nor disagree
4. Disagree somewhat
5. Disagree strongly
","-6. Not asked, unit nonresponse (nopost-election
-7. Deleted due to partial(post-election) interview
-8. Don't know
-9. Refused
"
resent_deserve,Agree/disagree: blacks have gotten less thandeserve,"1. Agreestrongly
2. Agreesomewhat
3. Neither agree nor disagree
4. Disagree somewhat
5. Disagree strongly
","-1. Inapplicable
-6. Not asked, unit nonresponse (nopost-election
-7. Deleted due to partial(post-election) interview
-8. Don't know
-9. Refused
"
resent_try,Agree/disagree: blacks must try harder toget ahead,"1. Agree strongly
2. Agree somewhat
3. Neither agree nor disagree
4. Disagree somewhat
5. Disagree strongly
","-6. Notasked, unit nonresponse (no post-election
-7. Deleted due to partial (post-election) interview
-8. Don't know
-9. Refused
"
trustgvpo_crook,How manyin government are crooked,"1. Quite a few
2. Notvery many
3. Hardlyany
1. Quite a few
2. Not verymany
3. Hardly any
","-6. Notasked, unit nonresponse (no post-election
-7. Deleteddue to partial (post-election) interview
-8. Don't know
-9. Refused
-6. Not asked, unit
-7. Deleted due to partial
-8. Don't know
-9. Refused
"
efficpo_complicstd,[STD] Politics/govttoo complicated to understand,,
efficpo_undstd,[STD] Goodunderstanding of political issues,"1. Agree strongly
2. Agree somewhat
3. Neither agree nor disagree
4. Disagree somewhat
5. Disagree strongly
","-1. Inapplicable
-6. Notasked, unit nonresponse (no post-election
-7. Deleted due to partial (post-election) interview
-8. Don't know
-9. Refused
"
efficpo_carestd,[STD] Publofficialsdon't care what people think,"1. Agree strongly
2. Agree somewhat
3. Neither agree nor disagree
4. Disagree somewhat
5. Disagree strongly
","-1. Inapplicable
-6. Notasked, unit nonresponse (no post-election
-7. Deleted due to partial (post-election) interview
-8. Don't know
-9. Refused
"
efficpo_saystd,[STD] Haveno say about what govt does,"1. Agree strongly
2. Agree somewhat
3. Neither agree nor disagree
4. Disagree somewhat
5. Disagree strongly
","-1. Inapplicable
-6. Notasked, unit nonresponse (no post-election
-7. Deleted due to partial (post-election) interview
-8. Don't know
-9. Refused
"
efficpo_complicrev,[REV] Politics/govttoo complicatd to understand,"1. Always
2. Most of the time
3. About half the time
4. Someof the time
5. Never
","-1. Inapplicable
-6. Notasked, unit nonresponse (no post-election
-7. Deleted due to partial (post-election)interview
-8. Don't know
-9. Refused
"
efficpo_undrev,[REV] Goodunderstanding of political issues,"1. Extremely well
2. Verywell
3. Moderately well
4. Slightly well
5. Not well at all
","-1. Inapplicable
-6. Notasked, unit nonresponse (no post-election
-7. Deleted due to partial (post-election)interview
-8. Don't know
-9. Refused
"
efficpo_carerev,[REV] Publofficialsdon't care what peopl think,"1. A great deal
2. A lot
3. A moderateamount
4. A little
5. Not atall
","-1. Inapplicable
-6. Notasked, unit nonresponse (no post-election
-7. Deleted due to partial (post-election) interview
-8. Don't know
-9. Refused
"
efficpo_sayrev,[REV] Haveno say about what govt does,"1. A great deal
2. A lot
3. A moderateamount
4. A little
5. Not atall
","-1. Inapplicable
-6. Notasked, unit nonresponse (no post-election
-7. Deleted due to partial (post-election) interview
-8. Don't know
-9. Refused
"
efficpo_bothside,How oftensee both disagreeing parties as right,"1. Always
2. Most of the time
3. About half the time
4. Someof the time
5. Never
","-6. Notasked, unit nonresponse (no post-election
-7. Deleted due to partial (post-election)interview
-8. Don't know
-9. Refused
"
electintpo_countfair,Electoral integrityPost: are votes countedfairly,"1. Veryoften
2. Fairly often
3. Not often
4. Not at all often
","-6. Notasked, unit nonresponse (no post-election
-7. Deleted due to partial (post-election)interview
-8. Don't know
-9. Refused
"
electintpo_jrnlfair,Electoral integrityPost: is journalist coveragefair,"1. Veryoften
2. Fairly often
3. Not often
4. Not at all often
","-6. Notasked, unit nonresponse (no post-election
-7. Deleted due to partial (post-election)interview
-8. Don't know
-9. Refused
"
electintpo_elecofffair,Electoral integrityPost: are election officialsfair,"1. Veryoften
2. Fairly often
3. Not often
4. Not at all often
","-6. Notasked, unit nonresponse (no post-election
-7. Deleted due to partial (post-election)interview
-8. Don't know
-9. Refused
"
electintpo_richbuy,Electoral integrityPost: do the richbuy elections,"1. Veryoften
2. Fairly often
3. Not often
4. Not at all often
","-6. Notasked, unit nonresponse (no post-election
-7. Deleted due to partial (post-election)interview
-8. Don't know
-9. Refused
"
electintpo_votechc,Electoral integrityPost: do voters havea genuine choice,"1. Veryoften
2. Fairly often
3. Not often
4. Not at all often
","-6. Notasked, unit nonresponse (no post-election
-7. Deleted due to partial (post-election)interview
-8. Don't know
-9. Refused
"
women_bond,Easier orharder for working mother to bondwith child,"1. Easier
2. Harder
3. Neithereasier nor harder
1. Easier
2. Harder
3. Neither easiernor harder
","-6. Notasked, unit nonresponse (no post-election
-7. Deleteddue to partial (post-election) interview
-8. Don't know
-9. Refused
-6. Not asked, unit
-7. Deleted due to partial
-8. Don't know
-9. Refused
"
women_bondea,How mucheasier for working mother to bondwith child,"1. A great deal
2. Somewhat
3. Slightly
1. A great deal
2. Somewhat
3. Slightly
","-1. Inapplicable
-6. Notasked, unit nonresponse (no post-election
-7. Deleteddue to partial (post-election) interview
-1. Inapplicable
-6. Not asked, unit
-7. Deleted due to partial
"
women_bondha,How muchharder for working mother to bondwith child,"1. A great deal
2. Somewhat
3. Slightly
","-1. Inapplicable
-6. Notasked, unit nonresponse (no post-election
-7. Deleted due to partial (post-election) interview
-8. Don't know
-9. Refused
"
women_bond_x,POST:SUMMARY-Workingmother's bond with child,"1. A greatdeal easier
2. Somewhat easier
3. Slightly easier
4. Neithereasier nor harder
5. Slightlyharder
6. Somewhat harder
7. Agreat deal harder
","-6. Notasked, unit nonresponse (no post-election
-7. Deleted due to partial (post-election) interview
-8. Don't know
-9. Refused
"
women_works,Better ifman works and woman takes careof home,"1. Better
2. Worse
3. Makes no difference
1. Better
2. Worse
3. Makes no difference
","-6. Notasked, unit nonresponse (no post-election
-7. Deleted due to partial (post-election) interview
-8. Don't know
-9. Refused
-6. Not asked, unit
-7. Deleted due to partial
-8. Don't know
-9. Refused
"
women_worksbetter,How muchbetter if man works and womanat home,"1. Much
2. Somewhat
3. Slightly
1. Much
2. Somewhat
3. Slightly
","-1. Inapplicable
-6. Notasked, unit nonresponse (no post-election
-7. Deleteddue to partial (post-election) interview
-8. Don't know
-1. Inapplicable
-6. Not asked, unit
-7. Deleted due to partial
-8. Don't know
"
women_worksworse,How muchworse if man works and womanat home,"1. Much
2. Somewhat
3. Slightly
1. Much
2. Somewhat
3. Slightly
","-1. Inapplicable
-6. Notasked, unit nonresponse (no post-election
-7. Deleteddue to partial (post-election) interview
-9. Refused
-1. Inapplicable
-6. Not asked, unit
-7. Deleted due to partial
-9. Refused
"
women_works_x,POST:SUMMARY-Better ifman works and woman takes careof home,"1. Muchbetter
2. Somewhat better
3. Slightly better
4. Makes no difference
5. Slightly worse
6. Somewhatworse
7. Much worse
","-6. Notasked, unit nonresponse (no post-election
-7. Deleted due to partial (post-election)interview
-8. Don't know
-9. Refused
"
