Variable,sum1,sum2,sum3,sum4,q_orig,q_1,q_2,q_3,q_4,Valid1,Valid2,Valid3,Valid4,Missing1,Missing2,Missing3,Missing4,Sources
VCF9340,"POST: REASON R IS NOT REGISTERED - DID NOT MEET REGISTRATION DEADLINES
POST: REASON R IS NOT REGISTERED - DID NOT KNOW WHERE OR HOW TO REGISTER
POST: REASON R IS NOT REGISTERED - DID NOT MEET RESIDENCY REQUIREMENTS
POST: REASON R IS NOT REGISTERED - REGISTRATION FORM WAS NOT PROCESSED CORRECTLY
POST: REASON R IS NOT REGISTERED - DID NOT HAVE REQUIRED IDENTIFICATION
POST: REASON R IS NOT REGISTERED - NOT INTERESTED IN THE ELECTION
POST: REASON R IS NOT REGISTERED - MY VOTE WOULD NOT MAKE A DIFFERENCE
POST: REASON R IS NOT REGISTERED - PERMANENT ILLNESS OR DISABILITY
POST: REASON R IS NOT REGISTERED - DIFFICULTY WITH ENGLISH
POST: REASON R IS NOT REGISTERED - NOT ELIGIBLE TO VOTE
POST: REASON R IS NOT REGISTERED - OTHER
POST: REASON R IS NOT REGISTERED - OTHER {SPECIFY}","POST: REASON R IS NOT REGISTERED - DID NOT MEET REGISTATION DEADLINES
POST: REASON R IS NOT REGISTERED - DID NOT KNOW WHERE OR HOW TO REGISTER
POST: REASON R IS NOT REGISTERED - DID NOT MEET RESIDENCY REQUIREMENTS
POST: REASON R IS NOT REGISTERED - REGISTRATION FORM WAS NOT PROCESSED CORRECTLY
POST: REASON R IS NOT REGISTERED - DID NOT HAVE REQUIRED IDENTIFICATION
POST: REASON R IS NOT REGISTERED - NOT INTERESTED IN THE ELECTION
POST: REASON R IS NOT REGISTERED - MY VOTE WOULD NOT MAKE A DIFFERENCE
POST: REASON R IS NOT REGISTERED - PERMANENT ILLNESS OR DISABILITY
POST: REASON R IS NOT REGISTERED - DIFFICULTY WITH ENGLISH
POST: REASON R IS NOT REGISTERED - NOT ELIGIBLE TO VOTE
POST: REASON R IS NOT REGISTERED - OTHER
POST: REASON R IS NOT REGISTERED - OTHER {SPECIFY}
POST: MAIN REASON WHY R IS NOT REGISTERED (NO BOOKLET)","POST: Reason R not registered to vote - didn’t meet registration deadline
POST: Reason R not registered to vote - didn’t know where/how to register
POST: Reason R not registered to vote - didn’t have required ID
POST: Reason R not registered to vote - didn’t meet residency requirements
POST: Reason R not registered to vote - permanent illness/disability
POST: Reason R not registered to vote - difficulty w/English
POST: Reason R not registered to vote - not interested in election/politics
POST: Reason R not registered to vote - thought vote wouldn’t make a
POST: Reason R not registered to vote - not eligible to vote
POST: Reason R not registered to vote - other reasons
POST: Other reason why R not registered",,Main reason R did not register to vote,"What is the main reason you are not registered to vote? You can just give me the number or numbers of your choices. 366 CODEBOOK: VARIABLES
What is the main reason you are not registered to vote? You can just give me the number or numbers of your choices.
What is the main reason you are not registered to vote? You can just give me the number or numbers of your choices.
What is the main reason you are not registered to vote? You can just give me the number or numbers of your choices.
What is the main reason you are not registered to vote? You can just give me the number or numbers of your choices.
What is the main reason you are not registered to vote? You can just give me the number or numbers of your choices.
What is the main reason you are not registered to vote? You can just give me the number or numbers of your choices.
What is the main reason you are not registered to vote? You can just give me the number or numbers of your choices. POST-ELECTION SURVEY VARIABLES 369
What is the main reason you are not registered to vote? You can just give me the number or numbers of your choices.
What is the main reason you are not registered to vote? You can just give me the number or numbers of your choices.
What is the main reason you are not registered to vote? You can just give me the number or numbers of your choices.
You said there were other reasons you are not registered to vote. What are those reasons?","What is the main reason you are not registered to vote? You can just give me the number or numbers of your choices.
What is the main reason you are not registered to vote? You can just give me the number or numbers of your choices.
What is the main reason you are not registered to vote? You can just give me the number or numbers of your choices.
What is the main reason you are not registered to vote? You can just give me the number or numbers of your choices.
What is the main reason you are not registered to vote? You can just give me the number or numbers of your choices.
What is the main reason you are not registered to vote? You can just give me the number or numbers of your choices.
What is the main reason you are not registered to vote? You can just give me the number or numbers of your choices.
What is the main reason you are not registered to vote? You can just give me the number or numbers of your choices.
What is the main reason you are not registered to vote? You can just give me the number or numbers of your choices.
What is the main reason you are not registered to vote? You can just give me the number or numbers of your choices.
What is the main reason you are not registered to vote? You can just give me the number or numbers of your choices.
You said there were other reasons you are not registered to vote. What are those reasons?
What is the main reason you are not registered to vote?","What is the main reason you are not registered to vote? [Did not meet registration deadlines]
What is the main reason you are not registered to vote? [Did not know where or how to register]
What is the main reason you are not registered to vote? [Did not have required identification]
What is the main reason you are not registered to vote? [Did not meet residency requirements/did not live here long enough]
What is the main reason you are not registered to vote? [Permanent illness or disability]
What is the main reason you are not registered to vote? [Difficulty with English]
What is the main reason you are not registered to vote? [Not interested in the election or not involved in politics]
What is the main reason you are not registered to vote? [My vote would not make a difference]
What is the main reason you are not registered to vote? [Not eligible to vote]
What is the main reason you are not registered to vote? [Other reasons]
Y ou said there were other reasons you are not registered to vote. What are those reasons?",,"0. Not mentioned
1. Mentioned
0. Not mentioned
1. Mentioned
0. Not mentioned
1. Mentioned
0. Not mentioned
1. Mentioned
0. Not mentioned
1. Mentioned
0. Not mentioned
1. Mentioned
0. Not mentioned
1. Mentioned
0. Not mentioned
1. Mentioned
0. Not mentioned
1. Mentioned
0. Not mentioned
1. Mentioned
0. Not mentioned
1. Mentioned
V242101","0. Not mentioned
1. Mentioned
0. Not mentioned
1. Mentioned
0. Not mentioned
1. Mentioned
0. Not mentioned
1. Mentioned
0. Not mentioned
1. Mentioned
0. Not mentioned
1. Mentioned
0. Not mentioned
1. Mentioned
0. Not mentioned
1. Mentioned
0. Not mentioned
1. Mentioned
0. Not mentioned
1. Mentioned
0. Not mentioned
1. Mentioned","0. Not mentioned
1. Mentioned

0. Not mentioned
1. Mentioned

0. Not mentioned
1. Mentioned

0. Not mentioned
1. Mentioned

0. Not mentioned
1. Mentioned

0. Not mentioned
1. Mentioned

0. Not mentioned
1. Mentioned

0. Not mentioned
1. Mentioned

0. Not mentioned
1. Mentioned

0. Not mentioned
1. Mentioned",,"-9. Refused
-7. Insuﬃcient partial, interview deleted
-6. No post interview
-5. Suﬃcient partial, breakoﬀ
-1. Inapplicable
-9. Refused
-7. Insuﬃcient partial, interview deleted
-6. No post interview
-5. Suﬃcient partial, breakoﬀ
-1. Inapplicable
-9. Refused
-7. Insuﬃcient partial, interview deleted
-6. No post interview
-5. Suﬃcient partial, breakoﬀ
-1. Inapplicable
-9. Refused
-7. Insuﬃcient partial, interview deleted
-6. No post interview
-5. Suﬃcient partial, breakoﬀ
-1. Inapplicable
-9. Refused
-7. Insuﬃcient partial, interview deleted
-6. No post interview
-5. Suﬃcient partial, breakoﬀ
-1. Inapplicable
-9. Refused
-7. Insuﬃcient partial, interview deleted
-6. No post interview
-5. Suﬃcient partial, breakoﬀ
-1. Inapplicable
-9. Refused
-7. Insuﬃcient partial, interview deleted
-6. No post interview
-5. Suﬃcient partial, breakoﬀ
-1. Inapplicable
-9. Refused
-7. Insuﬃcient partial, interview deleted
-6. No post interview
-5. Suﬃcient partial, breakoﬀ
-1. Inapplicable
-9. Refused
-7. Insuﬃcient partial, interview deleted
-6. No post interview
-5. Suﬃcient partial, breakoﬀ
-1. Inapplicable
-9. Refused
-7. Insuﬃcient partial, interview deleted
-6. No post interview
-5. Suﬃcient partial, breakoﬀ
-1. Inapplicable
-9. Refused
-7. Insuﬃcient partial, interview deleted
-6. No post interview
-5. Suﬃcient partial, breakoﬀ
-1. Inapplicable
-2. Open-end responses available in separate ﬁle","-7. No post-election data, deleted due to incomplete interview
-6. No post-election interview
-5. Interview breakoff (sufficient partial IW)
-1. Inapplicable
-7. No post-election data, deleted due to incomplete interview
-6. No post-election interview
-5. Interview breakoff (sufficient partial IW)
-1. Inapplicable
-7. No post-election data, deleted due to incomplete interview
-6. No post-election interview
-5. Interview breakoff (sufficient partial IW)
-1. Inapplicable
-7. No post-election data, deleted due to incomplete interview
-6. No post-election interview
-5. Interview breakoff (sufficient partial IW)
-1. Inapplicable
-7. No post-election data, deleted due to incomplete interview
-6. No post-election interview
-5. Interview breakoff (sufficient partial IW)
-1. Inapplicable
-7. No post-election data, deleted due to incomplete interview
-6. No post-election interview
-5. Interview breakoff (sufficient partial IW)
-1. Inapplicable
-7. No post-election data, deleted due to incomplete interview
-6. No post-election interview
-5. Interview breakoff (sufficient partial IW)
-1. Inapplicable
-7. No post-election data, deleted due to incomplete interview
-6. No post-election interview
-5. Interview breakoff (sufficient partial IW)
-1. Inapplicable
-7. No post-election data, deleted due to incomplete interview
-6. No post-election interview
-5. Interview breakoff (sufficient partial IW)
-1. Inapplicable
-7. No post-election data, deleted due to incomplete interview
-6. No post-election interview
-5. Interview breakoff (sufficient partial IW)
-1. Inapplicable
-7. No post-election data, deleted due to incomplete interview
-6. No post-election interview
-5. Interview breakoff (sufficient partial IW)
-1. Inapplicable
-2. Open-end responses available in separate file
-2. Open-end responses available in separate file","-1. Inap
-6. No post-election interview
-7. No post data, deleted due

-1. Inap
-6. No post-election interview
-7. No post data, deleted due

-1. Inap
-6. No post-election interview
-7. No post data, deleted due

-1. Inap
-6. No post-election interview
-7. No post data, deleted due

-1. Inap
-6. No post-election interview
-7. No post data, deleted due

-1. Inap
-6. No post-election interview
-7. No post data, deleted due

-1. Inap
-6. No post-election interview
-7. No post data, deleted due

-1. Inap
-6. No post-election interview
-7. No post data, deleted due

-1. Inap
-6. No post-election interview
-7. No post data, deleted due

-1. Inap
-6. No post-election interview
-7. No post data, deleted due

-2. Redacted text of open end",,"2024: V242100a-k;V242101
2020: V202114a-k;V202114z;V202115
2016: V162070a-j;V162071"
VCF9341,PRE: DOES R USE INTERNET AT ANY OTHER LOCATION,PRE: FTF ONL Y: HH Internet use,HH Internetuse,,Does R or anyone in household use the Internet at any location,"[Do you / Does anyone in this household, including you,] use the Internet at any other location? PRE- ELECTION SURVEY VARIABLES 225",IF MODE IS F ACE-TO-F ACE: Do you or anyone in this household use the Internet at any location?,Do youor anyone in this household usethe Internet at any location?,,"1. Yes
2. No","1. Y es
2. No","1. Yes
2. No
1. Yes
2. No",,"-9. Refused
-1. Inapplicable","-1. Inap, W eb mode
-8. Don’t know (FTF only)","-1. Inapplicable
-8. Don't know
-1. Inapplicable
-8. Don't know",,"2024: V241524
2016: V161007
2012: prmedia_useinet"
VCF9342,PRE: WEB ONLY: HOW EASY TO ACCESS COMPUTER WITH INTERNET CONNECTION TO TAKE SURVEY,PRE: EASE OF ONLINE ACCESS,PRE WEB ONL Y: ease of online access,,How easy for R to access internet,"How easy was it for you to get access to a computer with an internet connection to take this survey? Was it [not at all easy, a little easy, moderately easy, very easy, or extremely easy / extremely easy, very easy, moderately easy, a little easy, or not at all easy]? PRE- ELECTION SURVEY VARIABLES 299","How easy was it for you to get access to a computer with an internet connection to take this survey? Was it not at all easy, a little easy,moderately easy, very easy, or extremely easy?","IF MODE IS WEB: How easy was it for you to get access to a computer with an internet connection to take this survey? W as it [not at all easy , a little easy , moderately easy , very easy , or extremely easy / extremely easy , very easy , moderately easy , a little easy , or not at all easy]? F orward/reverse response option order",,"1. Not at all easy
2. A little easy
3. Moderately easy
4. Very easy
5. Extremely easy","1. Not at all easy
2. A little easy
3. Moderately easy
4. Very easy
5. Extremely easy","1. Not at all easy
2. A little easy
3. Moderately easy
4. V ery easy
5. Extremely easy",,"-9. Refused
-5. Break oﬀ, suﬃcient partial
-1. Inapplicable","-9. Refused
-5. Interview breakoff (sufficient partial IW)
-1. Inapplicable","-1. INAP , FTF mode
-5. Interview breakoff
-9. Refused",,"2024: V241620
2020: V201648
2016: V161517"
VCF9343,POST: FEELING THERMOMETER: TRANSGENDER PEOPLE,POST: FEELING THERMOMETER: TRANSGENDER PEOPLE,POST: F eeling thermometer: TRANSGENDER PEOPLE,,Thermometer for: transgender people,(How would you rate:) Transgender people,How would you rate: Transgender people,"(Still looking at page [PRELOAD: page] of the booklet.) (How would you rate:) T ransgender people PROBE for don’t know response: when you say don’t know, do you mean that you don’t know who this is or do you have something else in mind? ENTER number 0-100 F or W eb administration, the optional reference to the respondent booklet was omitted. RANDOMIZA TION: Order of group thermometers 103 unique outcomes. 20 most frequently appearing outcomes:",,"998. Don’t know (where to rate)
999. Don’t recognize",998. Don’t know,,,"-9. Refused
-7. Insuﬃcient partial, interview deleted
-6. No post interview
-5. Suﬃcient partial, breakoﬀ
-1. Inapplicable","-9. Refused
-7. No post-election data, deleted due to incomplete interview
-6. No post-election interview
-5. Interview breakoff (sufficient partial IW)
-4. Technical error",,,"2024: V242151
2020: V202172
2016: V162111"
VCF9344,POST: FEELING THERMOMETER: BLACK LIVES MATTER,POST: FEELING THERMOMETER: BLACK LIVES MATTER,POST: F eeling thermometer: BLACK LIVES MA TTER,,Thermometer for: Black Lives Matter movement,(How would you rate:) Black Lives Matter movement 402 CODEBOOK: VARIABLES,How would you rate: Black Lives Matter movement,"(Still looking at page [PRELOAD: page] of the booklet.) (How would you rate:) Black Lives Matter movement PROBE for don’t know response: when you say don’t know, do you mean that you don’t know who this is or do you have something else in mind? ENTER number 0-100 F or W eb administration, the optional reference to the respondent booklet was omitted. RANDOMIZA TION: Order of group thermometers 104 unique outcomes. 20 most frequently appearing outcomes:",,"998. Don’t know (where to rate)
999. Don’t recognize","998. Don’t know
999. Don’t recognize",,,"-9. Refused
-7. Insuﬃcient partial, interview deleted
-6. No post interview
-5. Suﬃcient partial, breakoﬀ
-1. Inapplicable","-9. Refused
-7. No post-election data, deleted due to incomplete interview
-6. No post-election interview
-5. Interview breakoff (sufficient partial IW)
-4. Technical error",,,"2024: V242152
2020: V202174
2016: V162113"
VCF9345,POST: HOW LIKELY WHITES UNABLE TO FIND JOBS BECAUSE EMPLOYERS HIRING MINORITIES,POST: HOW LIKELY WHITES UNABLE TO FIND JOBS BECAUSE EMPLOYERS HIRING MINORITIES,POST: FTF CASI/WEB: How likely whites unable to find job b/c employers,,How likely that whites unable to find a job because employers hire minorities?,How likely is it that many whites are unable to ﬁnd a job because employers are hiring minorities instead?,How likely is it that many whites are unable to find a job because employers are hiring minorities instead?,IF R SELF-IDENTIFIED RACE IN PRE AS WHITE ONL Y: How likely is it that many whites are unable to find a job because employers are hiring minorities instead? F orward/reverse response option order,,"1. Extremely likely
2. Very likely
3. Moderately likely
4. Slightly likely
5. Not at all likely","1. Extremely likely
2. Very likely
3. Moderately likely
4. Slightly likely
5. Not at all likely","1. Extremely likely
2. V ery likely
3. Moderately likely
4. Slightly likely
5. Not at all likely",,"-9. Refused
-7. Insuﬃcient partial, interview deleted
-6. No post interview
-5. Suﬃcient partial, breakoﬀ
-1. Inapplicable","-9. Refused
-7. No post-election data, deleted due to incomplete interview
-6. No post-election interview
-5. Interview breakoff (sufficient partial IW)","-1. Inap
-5. Breakoff, sufficient partial
-6. No post-election interview
-7. No post data, deleted due
-9. Refused",,"2024: V242519
2020: V202487
2016: V162317"
VCF9346,POST: HOW IMPORTANT IS IT FOR IMMIGRANTS TO ADAPT TO CUSTOMS/TRADITIONS OF THE US,POST: CSES5-Q05A: OUT-GROUP ATTITUDES: MINORITIES SHOULD ADAPT,POST: Minorities should adapt to to customs/traditions of U.S.,,CSES5: How much does R agree or disagree that ethnic minorities should adapt to [COUNTRY'S] way of life.,How important is it for immigrants to adapt to the customs and traditions of the United States?,"Now thinking about minorities in the United States. Do you agree strongly, agree somewhat, neither agree nor disagree, disagree somewhat, or disagree strongly with the following statement? ‘Minorities should adapt to the customs and traditions of the United States.’ 550 CODEBOOK: VARIABLES","(Still looking at page [PRELOAD: page] of the booklet.) Now thinking about minorities in the United States. Do you [agree strongly , agree somewhat, neither agree nor disagree, disagree somewhat, or disagree strongly / disagree strongly , disagree somewhat, neither agree nor disagree, agree somewhat or agree strongly] with the following statement? ‘Minorities should adapt to the customs and traditions of the United States’ DO NOT PROBE DON’T KNOW F or W eb administration, the optional reference to the respondent booklet was omitted. F orward/reverse response option order",,"1. Not at all important
2. A little important
3. Moderately important
4. Very important
5. Extremely important","1. Agree strongly
2. Agree somewhat
3. Neither agree nor disagree
4. Disagree somewhat
5. Disagree strongly","1. Agree strongly
2. Agree somewhat
3. Neither agree nor disagree
4. Disagree somewhat
5. Disagree strongly",,"-9. Refused
-8. Don’t know
-7. Insuﬃcient partial, interview deleted
-6. No post interview
-5. Suﬃcient partial, breakoﬀ
-1. Inapplicable","-9. Refused
-8. Don’t know
-7. No post-election data, deleted due to incomplete interview
-6. No post-election interview
-5. Interview breakoff (sufficient partial IW)","-6. No post-election interview
-7. No post data, deleted due
-8. Don’t know
-9. Refused",,"2024: V242236
2020: V202416
2016: V162266"
VCF9347,POST: ARE IMMIGRANTS GENERALLY GOOD OR BAD FOR AMERICA’S ECONOMY,POST: CSES5-Q05C: OUT-GROUP ATTITUDES: IMMIGRANTS GOOD FOR AMERICA’S ECONOMY,POST: Immigrants are generally good for America’s economy,,CSES5: How much does R agree or disagree that immigrants are generally good for [COUNTRY'S] economy.,Are immigrants generally good or bad for America’s economy? 440 CODEBOOK: VARIABLES,"And now thinking specifically about immigrants. Do you agree strongly, agree somewhat, neither agree nor disagree, disagree somewhat, or disagree strongly with the following statement? ‘Immigrants are generally good for America’s economy.’","(Still looking at page [PRELOAD: page] of the booklet.) And now thinking specifically about immigrants. (Do you [agree strongly , agree somewhat, neither agree nor disagree, disagree somewhat, or disagree strongly /disagree strongly , disagree somewhat, neither agree nor disagree, agree somewhat or agree strongly] with the following statement?) ‘Immigrants are generally good for America’s economy . ’ DO NOT PROBE DON’T KNOW F or W eb administration, the optional reference to the respondent booklet was omitted. F orward/reverse response option order",,"1. Extremely good
2. Moderately good
3. Slightly good
4. Neither good nor bad
5. Slightly bad
6. Moderately bad
7. Extremely bad","1. Agree strongly
2. Agree somewhat
3. Neither agree nor disagree
4. Disagree somewhat
5. Disagree strongly","1. Agree strongly
2. Agree somewhat
3. Neither agree nor disagree
4. Disagree somewhat
5. Disagree strongly",,"-9. Refused
-8. Don’t know
-7. Insuﬃcient partial, interview deleted
-6. No post interview
-5. Suﬃcient partial, breakoﬀ
-1. Inapplicable","-9. Refused
-8. Don’t know
-7. No post-election data, deleted due to incomplete interview
-6. No post-election interview
-5. Interview breakoff (sufficient partial IW)","-6. No post-election interview
-7. No post data, deleted due
-8. Don’t know
-9. Refused",,"2024: V242235
2020: V202418
2016: V162268"
VCF9348,POST: CSES6- Q05C: OUT-GROUP ATTITUDES: IMMIGRANTS INCREASE CRIME,POST: CSES5-Q05C: OUT-GROUP ATTITUDES: IMMIGRANTS INCREASE CRIME RATES IN US,POST: Immigrants increase crime rates in the U.S.,,How much does R agree or disagree that immigrants increase crime rates in the United States,"(Do you [agree strongly, agree somewhat, neither agree nor disagree, disagree somewhat, or disagree strongly /disagree strongly, disagree somewhat, neither agree nor disagree, agree somewhat, or agree strongly] with the following statement? ) ‘Immigrants increase crime rates in the United States.’ POST-ELECTION SURVEY VARIABLES 527","Do you agree strongly, agree somewhat, neither agree nor disagree, disagree somewhat, or disagree strongly with the following statement? ‘Immigrants increase crime rates in the United States.’","(Still looking at page [PRELOAD: page] of the booklet.) (Do you [agree strongly , agree somewhat, neither agree nor disagree, disagree somewhat, or disagree strongly /disagree strongly , disagree somewhat, neither agree nor disagree, agree somewhat or agree strongly] with the following statement?) ‘Immigrants increase crime rates in the United States. ’ DO NOT PROBE DON’T KNOW F or W eb administration, the optional reference to the respondent booklet was omitted. F orward/reverse response option order",,"1. Agree strongly
2. Agree somewhat
3. Neither agree nor disagree
4. Disagree somewhat
5. Disagree strongly","1. Agree strongly
2. Agree somewhat
3. Neither agree nor disagree
4. Disagree somewhat
5. Disagree strongly","1. Agree strongly
2. Agree somewhat
3. Neither agree nor disagree
4. Disagree somewhat
5. Disagree strongly",,"-9. Refused
-8. Don’t know
-7. Insuﬃcient partial, interview deleted
-6. No post interview
-5. Suﬃcient partial, breakoﬀ
-1. Inapplicable","-9. Refused
-8. Don’t know
-7. No post-election data, deleted due to incomplete interview
-6. No post-election interview
-5. Interview breakoff (sufficient partial IW)","-6. No post-election interview
-7. No post data, deleted due
-8. Don’t know
-9. Refused",,"2024: V242453
2020: V202420
2016: V162270"
VCF9349,POST: HOW IMPORTANT THAT MORE HISPANICS GET ELECTED TO POLITICAL OFFICE,POST: HOW IMPORTANT THAT MORE HISPANICS GET ELECTED TO POLITICAL OFFICE,POST: How important that more Hispanics get elected,,How important is it that more Hispanics be elected to political office?,"How important is it that more Hispanics be elected to political oﬃce? [Extremely important, very important, moderately important, a little important, or not at all important / Not at all important, a little important, moderately important, very important, or extremely important]?",How important is it that more Hispanics be elected to political office?,"Please turn to page [PRELOAD: page] of the booklet. How important is it that more Hispanics be elected to political office? [Extremely important, very important, moderately important, a little important, or not important at all / Not important at all, a little important, moderately important, very important, or extremely important]? F or W eb administration, reference to the respondent booklet was omitted. F orward/reverse response option order",,"1. Extremely important
2. Very important
3. Moderately important
4. A little important
5. Not at all important","1. Extremely important
2. Very important
3. Moderately important
4. A little important
5. Not at all important","1. Extremely important
2. V ery important
3. Moderately important
4. A little important
5. Not at all important",,"-9. Refused
-8. Don’t know
-7. Insuﬃcient partial, interview deleted
-6. No post interview
-5. Suﬃcient partial, breakoﬀ
-1. Inapplicable","-9. Refused
-8. Don’t know
-7. No post-election data, deleted due to incomplete interview
-6. No post-election interview
-5. Interview breakoff (sufficient partial IW)
-1. Inapplicable","-6. No post-election interview
-7. No post data, deleted due
-8. Don’t know
-9. Refused",,"2024: V242208
2020: V202220
2016: V162221"
VCF9350,PRE: HOW MANY GRANDPARENTS BORN OUTSIDE THE US,PRE: HOW MANY GRANDPARENTS BORN OUTSIDE THE US,PRE: How many grandparents born outside the U.S.,,"How many of R's grandparents, if any, were born outside the U.S.A [asked of all Rs]","How many of your grandparents, if any, were born outside the U.S.? PRE- ELECTION SURVEY VARIABLES 217","How many of your grandparents, if any, were born outside the U.S.?","How many of your grandparents, if any , were born outside the U.S.A.?",,"0. None
1. One
2. Two
3. Three
4. All","0. None
1. One
2. Two
3. Three
4. All","0. None
1. One
2. T wo
3. Three
4. All",,"-9. Refused
-8. Don’t know
-1. Inapplicable","-9. Refused
-8. Don’t know","-8. Don’t know (FTF only)
-9. Refused",,"2024: V241509
2020: V201555
2016: V161317"
VCF9351,PRE: LATINO RS: LANGUAGE AT HOME,PRE: LATINO RS: LANGUAGE AT HOME,POST: HISP ANIC: how much R uses English or Spanish,HISPANIC:how much R uses English orSpanish,Does R generally speak: listed levels of English vs Spanish,"What language do you primarily speak at home with your family? Is it only English, mostly English, both languages equally, mostly Spanish, or only Spanish?","What language do you primarily speak at home with your family? Is it only English, mostly English, both languages equally, mostly Spanish, or only Spanish?","IF R IS IDENTIFIED AS HISP ANIC IN PRE-ELECTION IW: Please turn to page [PRELOAD: page] of the booklet. Comparing how often you speak in English or Spanish in your day-to-day life, would you say that you are generally speaking: - English and little or no Spanish, - Mostly English but Spanish at least some of the time, - English and Spanish about equally , - Mostly Spanish but English at least some of the time, or - Spanish and little or no English? F or W eb administration, reference to the respondent booklet was omitted and response options did not appear in the question text.","Comparing how often you speak in English or Spanish in your day-to-day life,wouldyousaythatyouaregenerallyspeaking: -Englishandlittleorno Spanish, - Mostly English but Spanish at least some of the time, - English and Spanish about equally, - Mostly Spanish but English at least some of the time,or - Spanish and little orno English?","1. Only English
2. Mostly English
3. Both languages equally
4. Mostly Spanish
5. Only Spanish","1. Only English
2. Mostly English
3. Both languages equally
4. Mostly Spanish
5. Only Spanish","1. English and little or no
2. Mostly English but
3. Both English and Spanish
4. Mostly Spanish but
5. Spanish and little or no","1. English andlittle or no Spanish
2. MostlyEnglish but Spanish at least someof the
3. Both English and Spanishabout equally
4. MostlySpanish but English at least someof the
5. Spanish andlittle or no English","-9. Refused
-1. Inapplicable","-9. Refused
-1. Inapplicable","-1. Inap
-6. No post-election interview
-7. No post data, deleted due","-1. Inapplicable
-6. Notasked, unit nonresponse (no post-election
-7. Deleteddue to partial (post-election) interview","2024: V241516
2020: V201562
2016: V162223
2012: pohisp_uselang"
VCF9352,RESTRICTED: PRE: MAJOR RELIG DENOM IF R RELIG GROUP PROTESTANT OR SOMETHING ELSE,RESTRICTED: PRE: MAJOR RELIG DENOM IF R RELIG GROUP PROTESTANT OR SOMETHING ELSE,PRE: R subjective description of own major relig denomination,,"With what religion, church or denomination does R identify self","What speciﬁc religion, church or denomination is that?","What specific religion, church or denomination is that?","IF R A TTENDS CHURCH AND A TTENDS AS PROTEST ANT OR ‘OTHER’ / IF DOES NOT A TTEND CHURCH BUT THINKS OF SELF AS P AR T OF CHURCH OR DENOMINA TION AND CONSIDERS SELF PROTEST ANT OR ‘OTHER’: What religion, church or denomination is that? 34 unique outcomes. 20 most frequently appearing outcomes:",,V241424,,,,-3. RESTRICTED,-3. Restricted,,,"2024: V241424
2020: V201437
2016: V161248"
VCF9353,POST: HOW WOULD R DESCRIBE SOCIAL CLASS [EGSS],POST: HOW WOULD R DESCRIBE SOCIAL CLASS [EGSS],"PRE: Social class (2-question version)
POST: R social class",,How would R describe his/her social class,"How would you describe your social class? Are you in the lower class, the working class, the middle class, or the upper class?","How would you describe your social class? Are you in the lower class, the working class, the middle class, or the upper class? POST-ELECTION SURVEY VARIABLES 521","IF R IS SELECTED FOR THE 2-QUESTION SET OF SOCIAL CLASS QUESTIONS IN THE PRE: How would you describe your social class? Are you in the lower class, the working class, the middle class, or the upper class? RANDOMIZA TION: Old or new version of class question
IF R IS SELECTED FOR THE 2-QUESTION SET OF SOCIAL CLASS QUESTIONS IN THE POST: How would you describe your social class? Are you in the lower class, the working class, the middle class, or the upper class? RANDOMIZA TION: Assignment to CLASSA or CLASSB set of social class questions",,"1. Lower class
2. Working class
3. Middle class
4. Upper class","1. Lower class
2. Working class
3. Middle class
4. Upper class","1. Lower class
2. W orking class
3. Middle class
4. Upper class
1. Lower middle class
2. Middle class
3. Upper middle class
1. Lower class
2. W orking class
3. Middle class
4. Upper class",,"-9. Refused
-8. Don’t know
-7. Insuﬃcient partial, interview deleted
-6. No post interview
-5. Suﬃcient partial, breakoﬀ
-4. Error
-1. Inapplicable","-9. Refused
-8. Don’t know
-7. No post-election data, deleted due to incomplete interview
-6. No post-election interview
-5. Interview breakoff (sufficient partial IW)","-1. INAP , selected for
-8. Don’t know (FTF only)
-9. Refused
-1. INAP ,
-8. Don’t know (FTF only)
-1. Inap
-6. No post-election interview
-7. No post data, deleted due
-8. Don’t know
-9. Refused",,"2024: V242337
2020: V202352
2016: V161307; V162132"
